"","id","host_id","host_acceptance_rate","host_listings_count","host_verifications","accommodates","bathrooms","beds","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_l30d","first_review","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","p_host_acceptance_rate","n_days_since","flag_days_since","flag_reviews_per_month","flag_number_of_reviews","flag_review_scores_rating","f_neighbourhood_cleansed","f_property_type","price_daily","ln_price","accommodates2","ln_review_scores_rating","n_days_since2","n_days_since3","n_accommodates2","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","f_bathroom","f_number_of_reviews","f_minimum_nights","tv","heating","wifi","coffee_maker","AC","refrigerator","microwave","hot_water","long_term_stay"
"7584",598542406095165312,363059602,71,1,"['email', 'phone']",4,1,2,4,365,"1",0,0,0,0,"2022-12-30",6,0,"2022-04-15",5,"0",1,0.69,71,259,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",192,5.25749537202778,16,1.6094379124341,67081,17373979,16,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"7585",596073504592325120,8043235,36,1,"['email', 'phone']",2,2,1,3,30,"1",23,53,83,358,"2022-12-30",3,0,"2022-08-30",5,"0",1,0.73,36,122,0,0,0,0,"Amager Vest","Condominium",203,5.31320597904179,4,1.6094379124341,14884,1815848,4,"0","1","1","2","1","3",1,0,1,0,0,1,0,1,1
"7586",596101910427988864,6711454,90,1,"['email', 'phone']",2,1,1,5,22,"1",0,0,0,212,"2022-12-30",7,0,"2022-05-16",5,"0",1,0.92,90,228,0,0,0,0,"Nrrebro","Condominium",156,5.04985600724954,4,1.6094379124341,51984,11852352,4,"0","1","1","1","1","3",0,0,1,0,0,1,0,1,0
"7587",589038636388307840,136023471,63,2,"['email', 'phone']",5,1,2,4,1125,"1",3,3,3,16,"2022-12-30",2,0,"2022-06-03",5,"0",1,0.28,63,210,0,0,0,0,"Frederiksberg","Condominium",210,5.34710753071747,25,1.6094379124341,44100,9261000,25,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,1
"7588",589112527847211392,272645010,62,1,"['email', 'phone']",4,1,2,4,365,"1",0,2,2,271,"2022-12-30",6,0,"2022-05-08",5,"0",1,0.76,62,236,0,0,0,0,"Amager Vest","Condominium",195,5.27299955856375,16,1.6094379124341,55696,13144256,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,1,1
"7589",598859222052804224,17886210,90,1,"['email', 'phone']",4,1,3,4,365,"1",7,7,7,38,"2022-12-30",5,0,"2022-04-16",4.8,"1",1,0.58,90,258,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",336,5.8171111599632,16,1.56861591791385,66564,17173512,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"7590",598889218200782848,15373617,100,1,"['email', 'phone']",2,1,1,2,365,"1",28,58,88,363,"2022-12-30",6,0,"2022-04-17",4.83,"1",1,0.7,100,257,0,0,0,0,"Nrrebro","Entire Unit",126,4.83628190695148,4,1.57484646766448,66049,16974593,4,"0","1","1","1","1","2",1,0,1,0,0,0,0,1,1
"7591",599025090754189312,57893015,75,1,"['email', 'phone']",2,1,1,3,30,"1",22,22,22,49,"2022-12-30",4,0,"2022-05-17",4.75,"0",1,0.53,75,227,0,0,0,0,"Valby","Condominium",119,4.77912349311153,4,1.55814461804655,51529,11697083,4,"0","0","1","1","1","3",1,1,1,0,0,1,0,1,1
"7592",596350479170420480,394376263,100,1,"['email', 'phone']",2,1,1,2,365,"1",0,0,0,0,"2022-12-30",7,0,"2022-05-01",4.57,"0",1,0.86,100,243,0,0,0,0,"sterbro","Entire Unit",95,4.55387689160054,4,1.51951320490611,59049,14348907,4,"0","1","1","1","1","2",0,1,1,1,0,1,0,1,1
"7593",589200969550644736,96526121,100,1,"['email', 'phone']",2,1.5,1,3,7,"1",3,5,12,12,"2022-12-30",17,0,"2022-04-17",4.94,"1",1,1.98,100,257,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",90,4.49980967033027,4,1.59736533119983,66049,16974593,4,"1","1","1","1","1","3",0,0,1,1,0,1,0,1,0
"7594",596356197633652096,109297114,100,1,"['email', 'phone']",4,1,2,2,14,"1",0,0,0,4,"2022-12-30",25,0,"2022-04-11",4.72,"1",1,2.84,100,263,0,0,0,0,"Amager st","Condominium",183,5.20948615284142,16,1.55180879959746,69169,18191447,16,"0","1","1","1","1","2",1,0,1,1,0,0,0,1,0
"7595",596686756971057536,4274622,94,1,"['phone']",2,1,1,3,365,"1",0,0,0,0,"2022-12-30",7,0,"2022-04-18",5,"0",1,0.82,94,256,0,0,0,0,"Nrrebro","Condominium",119,4.77912349311153,4,1.6094379124341,65536,16777216,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7596",589534098366128256,115943694,100,1,"['email', 'phone']",2,1,1,2,40,"1",0,29,40,40,"2022-12-30",1,0,"2022-10-28",5,"0",1,0.47,100,63,0,0,0,0,"Amager Vest","Condominium",105,4.65396035015752,4,1.6094379124341,3969,250047,4,"0","1","1","1","1","2",1,0,1,1,0,0,0,1,1
"7597",589815330939848960,208239497,50,1,"['email', 'phone']",4,1,2,3,365,"1",29,59,89,364,"2022-12-30",6,0,"2022-04-24",4.67,"0",1,0.72,50,250,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",266,5.5834963087817,16,1.54115907168081,62500,15625000,16,"0","1","1","1","1","3",0,0,0,0,0,1,0,0,1
"7598",599042312182882816,237827817,100,1,"['email', 'phone']",2,1,1,3,365,"1",0,0,0,4,"2022-12-30",8,0,"2022-07-14",4.13,"1",1,1.41,100,169,0,0,0,0,"Amager st","Condominium",91,4.51085950651685,4,1.41827740697294,28561,4826809,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,1,1
"7599",599066844557041920,437864658,100,397,"['email', 'phone']",6,1,3,1,1125,"1",11,27,40,281,"2022-12-30",21,3,"2022-07-17",4.71,"1",71,3.77,100,166,0,0,0,0,"Indre By","Entire Unit",221,5.39816270151775,36,1.54968790802833,27556,4574296,36,"0","1","1","1","1","1",1,1,1,0,0,1,0,1,1
"7600",590475854085529088,23120371,58,1,"['email', 'phone', 'work_email']",4,1,2,2,10,"1",9,28,58,148,"2022-12-30",12,1,"2022-04-11",4.83,"0",1,1.36,58,263,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",147,4.99043258677874,16,1.57484646766448,69169,18191447,16,"0","1","1","1","1","2",0,0,1,1,0,1,0,1,0
"7601",599067090564371328,187610263,97,166,"['email', 'phone']",6,2,3,1,1125,"1",0,0,0,0,"2022-12-30",17,0,"2022-05-08",5,"0",166,2.15,97,236,0,0,0,0,"sterbro","Entire Unit",321,5.77144112313002,36,1.6094379124341,55696,13144256,36,"0","1","1","2","1","1",1,1,1,1,0,1,0,0,1
"7602",596694291992057728,249584688,40,1,"['email', 'phone']",2,1,1,1,14,"1",0,0,0,0,"2022-12-30",1,0,"2022-04-17",5,"0",1,0.12,40,257,0,0,0,0,"sterbro","Entire Unit",154,5.03695260241363,4,1.6094379124341,66049,16974593,4,"0","1","1","1","1","1",1,0,1,0,0,0,0,0,0
"7603",596720845801406976,7376340,100,1,"['email', 'phone']",3,1,2,4,365,"1",0,0,0,0,"2022-12-30",6,0,"2022-04-18",5,"0",1,0.7,100,256,0,0,0,0,"Frederiksberg","Condominium",168,5.12396397940326,9,1.6094379124341,65536,16777216,9,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"7604",590627372943265920,187610263,97,166,"['email', 'phone']",6,1,4,1,1125,"1",0,0,0,0,"2022-12-30",10,0,"2022-07-22",4.2,"0",166,1.85,97,161,0,0,0,0,"Indre By","Entire Unit",332,5.80513496891649,36,1.43508452528932,25921,4173281,36,"0","1","1","1","1","1",0,1,1,0,0,1,1,0,1
"7605",590677343186487552,25715004,14,1,"['email', 'phone']",2,1,1,2,365,"1",28,58,88,363,"2022-12-30",0,0,"",4.89,"0",1,1,14,869,1,0,1,1,"Bispebjerg","Condominium",168,5.12396397940326,4,1.58719230348678,755161,656234909,4,"0","1","1","1","0","2",1,1,1,1,0,1,0,0,1
"7606",596739409525942144,452478065,94,1,"['email', 'phone']",2,1,1,2,365,"1",4,16,35,305,"2022-12-30",40,5,"2022-04-25",4.83,"0",1,4.8,94,249,0,0,0,0,"Amager st","Condominium",73,4.29045944114839,4,1.57484646766448,62001,15438249,4,"1","1","1","1","1","2",1,0,1,0,0,1,0,1,1
"7607",591048995788783232,291015523,57,1,"['email', 'phone']",4,1,4,4,14,"1",0,0,0,0,"2022-12-30",2,0,"2022-04-11",5,"0",1,0.23,57,263,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",139,4.93447393313069,16,1.6094379124341,69169,18191447,16,"0","1","1","1","1","3",1,1,1,0,0,1,0,0,0
"7608",591064142071106176,5316735,100,2,"['email', 'phone']",4,1,2,4,365,"1",8,19,19,19,"2022-12-30",4,0,"2022-05-16",5,"0",1,0.52,100,228,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",210,5.34710753071747,16,1.6094379124341,51984,11852352,16,"0","1","1","1","1","3",1,0,1,0,0,1,0,0,1
"7609",591075111565396096,83674649,58,1,"['email', 'phone']",3,2,2,3,7,"1",0,0,0,0,"2022-12-30",5,0,"2022-04-18",5,"0",1,0.58,58,256,0,0,0,0,"Amager st","Condominium",210,5.34710753071747,9,1.6094379124341,65536,16777216,9,"0","1","1","2","1","3",0,0,1,1,0,1,0,1,0
"7610",596783253799910400,8869999,86,2,"['email', 'phone']",5,1,3,2,19,"1",0,0,0,136,"2022-12-30",2,0,"2022-07-15",4.5,"0",1,0.36,86,168,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",182,5.2040066870768,25,1.50407739677627,28224,4741632,25,"0","1","1","1","1","2",1,1,1,1,0,1,0,0,0
"7611",596855578841444352,140196951,100,1,"['email', 'phone']",5,1.5,3,3,365,"1",0,0,0,0,"2022-12-30",1,0,"2022-07-18",5,"0",1,0.18,100,165,0,0,0,0,"Nrrebro","Entire Unit",140,4.9416424226093,25,1.6094379124341,27225,4492125,25,"0","1","1","1","1","3",1,0,1,0,0,1,1,1,1
"7612",599135609966095360,145677229,60,1,"['email', 'phone']",2,1,2,1,10,"1",0,0,0,0,"2022-12-30",3,1,"2022-07-22",4.67,"1",1,0.56,60,161,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",133,4.89034912822175,4,1.54115907168081,25921,4173281,4,"0","1","1","1","1","1",1,1,0,1,0,1,1,1,0
"7613",599181318608427520,155248385,100,1,"['email', 'phone']",2,1,1,3,365,"1",0,0,0,90,"2022-12-30",10,0,"2022-04-10",4.9,"0",1,1.13,100,264,0,0,0,0,"Valby","Condominium",91,4.51085950651685,4,1.58923520511658,69696,18399744,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7614",591089804526827520,88871704,83,1,"['email', 'phone']",2,1,1,3,365,"1",1,9,9,80,"2022-12-30",3,0,"2022-07-02",5,"0",1,0.49,83,181,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",154,5.03695260241363,4,1.6094379124341,32761,5929741,4,"0","0","1","1","1","3",1,0,0,1,0,1,0,0,1
"7615",591090844567975296,98449166,33,1,"['email', 'phone']",2,1,1,2,365,"1",14,14,14,89,"2022-12-30",2,0,"2022-05-14",4.5,"0",1,0.26,33,230,0,0,0,0,"Nrrebro","Condominium",144,4.969813299576,4,1.50407739677627,52900,12167000,4,"0","0","1","1","1","2",1,1,1,0,0,1,0,1,1
"7616",599211082653783040,2230599,77,1,"['email', 'phone', 'work_email']",2,1,1,2,365,"1",0,0,8,8,"2022-12-30",7,0,"2022-05-08",4.71,"0",1,0.89,77,236,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",136,4.91265488573605,4,1.54968790802833,55696,13144256,4,"0","1","1","1","1","2",1,0,1,0,0,1,0,0,1
"7617",596862434797185280,320149778,23,1,"['email', 'phone']",2,1,1,1,365,"1",30,60,90,365,"2022-12-30",2,0,"2022-05-25",4.5,"0",1,0.27,23,219,0,0,0,0,"Nrrebro","Condominium",182,5.2040066870768,4,1.50407739677627,47961,10503459,4,"0","1","1","1","1","1",0,0,1,0,0,0,0,0,1
"7618",591108738777159808,156401917,100,1,"['email', 'phone']",2,1,1,3,30,"1",0,0,0,0,"2022-12-30",10,0,"2022-04-24",4.7,"0",1,1.2,100,250,0,0,0,0,"Nrrebro","Condominium",133,4.89034912822175,4,1.54756250871601,62500,15625000,4,"0","1","1","1","1","3",0,0,0,0,0,1,0,1,1
"7619",596878486984386176,292216273,100,1,"['email', 'phone']",5,1,3,1,365,"1",0,0,0,8,"2022-12-30",0,0,"",4.89,"0",1,1,100,869,1,0,1,1,"Nrrebro","Condominium",168,5.12396397940326,25,1.58719230348678,755161,656234909,25,"0","0","1","1","0","1",1,0,1,1,0,1,0,1,1
"7620",599241665613840256,187610263,97,166,"['email', 'phone']",4,1,2,1,1125,"1",0,0,0,0,"2022-12-30",0,0,"",4.89,"0",166,1,97,869,1,0,1,1,"sterbro","Entire Unit",192,5.25749537202778,16,1.58719230348678,755161,656234909,16,"0","1","1","1","0","1",0,1,1,1,0,1,1,0,1
"7621",599258146085228672,453055056,98,1,"['phone']",2,1,1,1,1125,"1",0,0,0,0,"2022-12-30",15,0,"2022-05-29",4.4,"0",1,2.08,98,215,0,0,0,0,"Frederiksberg","Condominium",106,4.66343909411207,4,1.48160454092422,46225,9938375,4,"0","1","1","1","1","1",1,0,1,0,0,1,0,1,1
"7622",599291799265489152,24720659,5,1,"['email', 'phone']",5,1,2,6,365,"1",0,0,0,186,"2022-12-30",1,0,"2022-07-20",5,"0",1,0.18,5,163,0,0,0,0,"Frederiksberg","Condominium",119,4.77912349311153,25,1.6094379124341,26569,4330747,25,"0","1","1","1","1","3",0,0,0,1,0,1,0,1,1
"7624",591138124043067264,197495717,64,1,"['email', 'phone']",3,1,1,2,72,"1",23,53,83,173,"2022-12-30",7,0,"2022-05-29",4.86,"0",1,0.97,64,215,0,0,0,0,"Indre By","Condominium",168,5.12396397940326,9,1.5810384379124,46225,9938375,9,"0","1","1","1","1","2",1,0,1,0,0,1,1,1,1
"7625",591199826914027136,150583710,100,1,"['email', 'phone']",2,1,1,4,8,"1",0,0,0,0,"2022-12-30",2,0,"2022-04-17",5,"0",1,0.23,100,257,0,0,0,0,"Bispebjerg","Condominium",63,4.14313472639153,4,1.6094379124341,66049,16974593,4,"0","1","1","1","1","3",0,0,1,1,0,1,0,1,0
"7626",599638682397538432,45046508,100,1,"['email', 'phone']",2,1,1,4,365,"1",3,3,3,3,"2022-12-30",1,0,"2022-09-18",5,"0",1,0.29,100,103,0,0,0,0,"Amager Vest","Condominium",133,4.89034912822175,4,1.6094379124341,10609,1092727,4,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7627",596915530348482176,300688721,100,1,"['email', 'phone']",2,1,1,1,365,"1",0,0,0,0,"2022-12-30",34,0,"2022-04-10",4.32,"1",1,3.85,100,264,0,0,0,0,"Valby","Entire Unit",84,4.43081679884331,4,1.46325540225602,69696,18399744,4,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7628",591200961397014912,193379060,100,1,"['email', 'phone']",4,1,1,2,365,"1",0,27,57,332,"2022-12-30",7,0,"2022-04-19",4.71,"0",1,0.82,100,255,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",144,4.969813299576,16,1.54968790802833,65025,16581375,16,"0","1","1","1","1","2",1,0,1,0,0,1,0,1,1
"7629",596924785315648512,50641091,100,3,"['email', 'phone']",4,1,1,2,20,"1",0,0,0,0,"2022-12-30",5,0,"2022-05-07",3.8,"0",1,0.63,100,237,0,0,0,0,"Nrrebro","Condominium",116,4.75359019110636,16,1.33500106673234,56169,13312053,16,"0","1","1","1","1","2",1,0,0,0,0,1,1,1,0
"7630",596932576183829248,4064609,12,1,"['email', 'phone']",2,1,1,4,1125,"1",2,2,24,156,"2022-12-30",4,1,"2022-08-10",5,"0",1,0.84,12,142,0,0,0,0,"Nrrebro","Entire Unit",158,5.06259503302697,4,1.6094379124341,20164,2863288,4,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7631",596937687711698560,331064815,66,1,"['email', 'phone']",2,1,1,4,21,"1",23,53,83,83,"2022-12-30",14,1,"2022-05-11",4.71,"0",1,1.79,66,233,0,0,0,0,"Valby","Condominium",123,4.81218435537242,4,1.54968790802833,54289,12649337,4,"0","1","1","1","1","3",0,0,1,0,0,1,0,1,0
"7632",599671518244799232,437864658,100,397,"['email', 'phone']",6,1,3,1,1125,"1",23,53,80,329,"2022-12-30",20,1,"2022-05-08",4.15,"1",71,2.53,100,236,0,0,0,0,"Indre By","Entire Unit",237,5.46806014113513,36,1.42310833424261,55696,13144256,36,"0","1","1","1","1","1",1,1,1,0,0,1,0,1,1
"7633",591294115830702080,31298664,87,1,"['email', 'phone']",2,1,1,3,30,"1",0,0,0,25,"2022-12-30",9,0,"2022-04-25",4.33,"0",1,1.08,87,249,0,0,0,0,"Amager Vest","Condominium",98,4.58496747867057,4,1.4655675420144,62001,15438249,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7634",599948018715890560,419009992,76,2,"['email', 'phone']",4,1,2,3,1125,"1",0,0,0,81,"2022-12-30",14,1,"2022-05-29",4.93,"0",1,1.94,76,215,0,0,0,0,"Indre By","Condominium",301,5.70711026474888,16,1.5953389880546,46225,9938375,16,"1","1","1","1","1","3",1,0,1,1,0,1,1,1,1
"7635",596941056505981824,83846799,100,1,"['email', 'phone']",2,1,1,2,7,"1",0,0,0,0,"2022-12-30",13,0,"2022-04-17",4.92,"0",1,1.51,100,257,0,0,0,0,"sterbro","Condominium",133,4.89034912822175,4,1.59330853050422,66049,16974593,4,"1","1","1","1","1","2",1,1,1,0,0,1,0,1,0
"7636",596955120813249920,3682303,21,1,"['email', 'phone']",4,1,2,6,365,"1",0,0,19,89,"2022-12-30",1,0,"2022-07-18",5,"0",1,0.18,21,165,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",98,4.58496747867057,16,1.6094379124341,27225,4492125,16,"0","1","1","1","1","3",0,1,1,1,0,1,0,0,1
"7638",596984120762360064,426649441,100,1,"['phone']",3,1,2,6,30,"0",0,0,0,0,"2022-12-30",4,0,"2022-04-18",5,"0",1,0.47,100,256,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",154,5.03695260241363,9,1.6094379124341,65536,16777216,9,"0","0","0","1","1","3",0,1,1,0,0,0,0,1,1
"7639",599972248205576320,210865735,86,1,"['phone']",4,1,2,2,10,"1",0,0,9,9,"2022-12-30",11,0,"2022-05-15",5,"0",1,1.43,86,229,0,0,0,0,"Nrrebro","Condominium",202,5.30826769740121,16,1.6094379124341,52441,12008989,16,"0","1","1","1","1","2",1,1,1,0,0,1,0,1,0
"7640",600359476253945600,170790812,94,1,"['email', 'phone']",4,1,2,1,365,"1",0,8,38,38,"2022-12-30",12,0,"2022-04-13",4.92,"0",1,1.37,94,261,0,0,0,0,"Indre By","Condominium",280,5.63478960316925,16,1.59330853050422,68121,17779581,16,"1","1","1","1","1","1",1,0,1,0,0,0,0,1,1
"7641",600413299071434368,2912957,17,1,"['email', 'phone']",2,1,1,1,7,"1",27,57,87,362,"2022-12-30",2,0,"2022-06-19",5,"0",1,0.31,17,194,0,0,0,0,"sterbro","Condominium",154,5.03695260241363,4,1.6094379124341,37636,7301384,4,"0","1","1","1","1","1",1,0,1,1,0,1,0,1,0
"7642",591609972469747584,12871259,68,1,"['email', 'phone']",5,1.5,2,3,1125,"1",9,35,65,320,"2022-12-30",7,0,"2022-04-14",5,"0",1,0.8,68,260,0,0,0,0,"sterbro","Entire Unit",412,6.02102334934953,25,1.6094379124341,67600,17576000,25,"0","1","1","1","1","3",1,1,0,1,0,1,1,1,1
"7643",596987545972697600,12794843,100,1,"['email', 'phone']",2,1,1,3,21,"1",1,1,1,1,"2022-12-30",2,0,"2022-07-30",5,"0",1,0.39,100,153,0,0,0,0,"Amager st","Entire Unit",167,5.11799381241676,4,1.6094379124341,23409,3581577,4,"0","1","1","1","1","3",1,1,1,1,1,1,0,1,0
"7644",597008460909678720,61293715,71,2,"['email', 'phone']",4,1,1,3,365,"1",0,0,0,0,"2022-12-30",4,0,"2022-04-16",4.5,"0",1,0.46,71,258,0,0,0,0,"Nrrebro","Condominium",140,4.9416424226093,16,1.50407739677627,66564,17173512,16,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7645",591698011781469312,83303061,67,1,"['email', 'phone']",4,1,2,4,1125,"1",0,0,0,67,"2022-12-30",3,0,"2022-04-17",5,"0",1,0.35,67,257,0,0,0,0,"Nrrebro","Condominium",161,5.08140436498446,16,1.6094379124341,66049,16974593,16,"0","1","1","1","1","3",0,0,1,0,0,1,0,1,1
"7646",591808291325813888,3500432,100,1,"['email', 'phone']",4,1,3,4,365,"1",0,0,0,10,"2022-12-30",5,0,"2022-04-17",5,"0",1,0.58,100,257,0,0,0,0,"Frederiksberg","Condominium",182,5.2040066870768,16,1.6094379124341,66049,16974593,16,"0","1","1","1","1","3",1,1,0,1,0,1,0,1,1
"7647",600575202422442880,127309853,100,1,"['email', 'phone']",3,1,2,7,365,"1",0,0,0,0,"2022-12-30",3,0,"2022-05-08",5,"0",1,0.38,100,236,0,0,0,0,"Nrrebro","Condominium",259,5.55682806169954,9,1.6094379124341,55696,13144256,9,"0","1","1","1","1","3",1,0,1,0,0,1,0,0,1
"7648",597473738931352576,83040072,100,1,"['email', 'phone']",2,1,1,1,1125,"1",0,0,29,87,"2022-12-30",5,0,"2022-05-16",4.6,"0",1,0.66,100,228,0,0,0,0,"Amager st","Condominium",112,4.71849887129509,4,1.52605630349505,51984,11852352,4,"0","1","1","1","1","1",1,1,1,0,0,1,0,1,1
"7649",601111865543184000,453152194,75,1,"['phone']",3,1,2,1,30,"1",0,0,0,120,"2022-12-30",4,0,"2022-04-17",5,"0",1,0.47,75,257,0,0,0,0,"Bispebjerg","Condominium",105,4.65396035015752,9,1.6094379124341,66049,16974593,9,"0","1","1","1","1","1",0,0,1,0,0,1,0,1,1
"7650",591910543080254976,11859607,100,1,"['email', 'phone']",2,1.5,1,1,30,"1",29,44,44,44,"2022-12-30",17,1,"2022-07-07",5,"0",1,2.88,100,176,0,0,0,0,"sterbro","Condominium",160,5.07517381523383,4,1.6094379124341,30976,5451776,4,"1","1","1","1","1","1",0,1,1,0,0,0,0,0,1
"7651",597573483646193920,257954935,32,1,"['email', 'phone']",2,1,1,4,1125,"1",28,58,88,363,"2022-12-30",5,0,"2022-08-08",4.6,"0",1,1.03,32,144,0,0,0,0,"Indre By","Condominium",126,4.83628190695148,4,1.52605630349505,20736,2985984,4,"0","0","1","1","1","3",0,1,1,1,0,1,0,1,1
"7652",591925111525982720,24476604,42,1,"['email', 'phone']",3,1,2,4,60,"1",0,0,0,0,"2022-12-30",3,0,"2022-04-23",5,"0",1,0.36,42,251,0,0,0,0,"Frederiksberg","Entire Unit",181,5.19849703126583,9,1.6094379124341,63001,15813251,9,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7653",591946934088942720,41789216,50,1,"['email', 'phone']",4,1,2,2,365,"1",0,0,0,0,"2022-12-30",1,0,"2022-04-19",5,"0",1,0.12,50,255,0,0,0,0,"Amager st","Entire Unit",91,4.51085950651685,16,1.6094379124341,65025,16581375,16,"0","1","1","1","1","2",1,0,1,0,0,1,0,0,1
"7654",597640832572553344,33975916,67,2,"['email', 'phone']",2,1,2,4,1125,"1",1,29,29,29,"2022-12-30",4,0,"2022-07-05",5,"0",1,0.67,67,178,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",242,5.48893772615669,4,1.6094379124341,31684,5639752,4,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7655",597640952165372928,439064958,100,5,"['phone']",6,1,3,2,1125,"1",17,36,66,341,"2022-12-30",21,1,"2022-05-01",3.19,"0",5,2.58,100,243,0,0,0,0,"Indre By","Entire Unit",210,5.34710753071747,36,1.16002091679675,59049,14348907,36,"0","1","1","1","1","2",1,0,1,1,0,1,1,1,1
"7656",601147487435871232,5805876,83,1,"['email', 'phone']",4,1,3,2,1125,"1",0,0,0,273,"2022-12-30",3,0,"2022-07-25",4.33,"1",1,0.57,83,158,0,0,0,0,"sterbro","Condominium",152,5.02388052084628,16,1.4655675420144,24964,3944312,16,"0","1","1","1","1","2",1,0,0,0,0,1,1,1,1
"7657",601177778994677376,453440209,100,2,"['email', 'phone']",2,1,1,1,1125,"1",6,12,12,21,"2022-12-30",1,0,"2022-06-05",5,"0",1,0.14,100,208,0,0,0,0,"sterbro","Condominium",146,4.98360662170834,4,1.6094379124341,43264,8998912,4,"0","1","1","1","1","1",1,0,1,0,0,1,1,1,1
"7658",601207731403466496,7180282,88,3,"['email', 'phone']",3,1,3,5,25,"1",0,0,0,0,"2022-12-30",3,0,"2022-05-03",4,"0",1,0.37,88,241,0,0,0,0,"Nrrebro","Entire Unit",98,4.58496747867057,9,1.38629436111989,58081,13997521,9,"0","0","1","1","1","3",1,1,0,0,0,1,0,1,0
"7659",597694026771409536,83957487,100,1,"['email', 'phone']",2,1,1,1,365,"1",0,0,0,0,"2022-12-30",12,0,"2022-04-18",4.92,"1",1,1.4,100,256,0,0,0,0,"Amager st","Entire Unit",63,4.14313472639153,4,1.59330853050422,65536,16777216,4,"1","1","1","1","1","1",0,0,1,1,0,1,0,1,1
"7660",597733639717913216,65779434,78,1,"['email', 'phone', 'work_email']",4,1,2,4,1125,"1",23,36,37,37,"2022-12-30",3,0,"2022-09-20",5,"0",1,0.88,78,101,0,0,0,0,"Nrrebro","Condominium",200,5.29831736654804,16,1.6094379124341,10201,1030301,16,"0","1","1","1","1","3",1,0,1,1,0,1,1,1,1
"7661",597779306764535552,140351114,82,1,"['email', 'phone']",2,1,1,3,365,"1",20,50,80,355,"2022-12-30",39,2,"2022-04-22",4.92,"0",1,4.62,82,252,0,0,0,0,"Indre By","Condominium",154,5.03695260241363,4,1.59330853050422,63504,16003008,4,"1","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7662",601263125785427968,167361459,100,1,"['email', 'phone']",2,1,1,1,365,"1",0,0,0,0,"2022-12-30",1,0,"2022-05-01",5,"0",1,0.12,100,243,0,0,0,0,"Indre By","Entire Unit",98,4.58496747867057,4,1.6094379124341,59049,14348907,4,"0","1","1","1","1","1",1,0,1,0,0,0,0,0,1
"7663",591968910197108224,16115516,73,1,"['email', 'phone']",6,2,3,5,90,"1",24,54,84,359,"2022-12-30",5,0,"2022-08-12",5,"0",1,1.06,73,140,0,0,0,0,"Frederiksberg","Condominium",252,5.52942908751142,36,1.6094379124341,19600,2744000,36,"0","1","1","2","1","3",1,1,1,1,0,0,0,1,1
"7664",601302730873506944,247379882,100,13,"['email', 'phone', 'work_email']",2,1.5,1,3,365,"1",17,42,68,232,"2022-12-30",25,1,"2022-05-17",4.28,"1",13,3.29,100,227,0,0,0,0,"Indre By","Condominium",184,5.21493575760899,4,1.45395300959371,51529,11697083,4,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"7665",601302779080861568,247379882,100,13,"['email', 'phone', 'work_email']",2,1,1,3,365,"1",27,54,84,248,"2022-12-30",2,1,"2022-11-22",4.5,"1",13,1.54,100,38,0,0,0,0,"Indre By","Condominium",198,5.28826703069454,4,1.50407739677627,1444,54872,4,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
